TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,NEIGHBOURHOOD,Latitude,Longitude
Pick Pocketing,2018,6,6,1,9,Parklands,-1.261286851,36.81704796
Carjacking,2020,2,25,5,16,UpperHill,-1.298549527,36.81274569
Armed Robbery,2018,1,10,0,9,Kibera,-1.310631395,36.79153345
Terrorism,2020,5,7,3,13,UpperHill,-1.298163388,36.81816375
Armed Robbery,2019,3,22,0,42,Kibera,-1.310631395,36.79153345
Drug Charges,2017,7,7,6,18,Uhuru Park,-1.288523315,36.81737861
Pick Pocketing,2019,8,27,20,28,Githurai,-1.203965613,36.91241157
Road Carnage,2019,12,7,16,16,South B,-1.315525825,36.83550016
Carjacking,2017,9,15,16,19,South C,-1.327136577,36.82569374
Armed Robbery,2019,11,26,20,8,Thika,-1.055464524,37.10123903
Pick Pocketing,2017,8,29,15,35,Kibera,-1.314278242,36.79372214
Carjacking,2017,10,15,10,53,Ngong,-1.361415817,36.66742756
Sexual Assault,2019,3,15,10,28,South B,-1.309572883,36.83095113
Sexual Assault,2020,5,22,13,14,Githurai,-1.210787637,36.91850554
Fraud,2019,5,13,10,27,Parklands,-1.261286851,36.81704796
Carjacking,2020,6,30,3,37,Githurai,-1.204866636,36.92777526
Carjacking,2017,11,1,24,8,Ngong,-1.349746111,36.65120556
Terrorism,2017,3,26,8,43,Uhuru Park,-1.291912768,36.81687435
Terrorism,2019,3,1,5,19,Kahawa West,-1.188605268,36.89691913
Sexual Assault,2018,5,28,16,58,Thika,-1.028089061,37.06853754
Carjacking,2017,6,22,5,41,South C,-1.312034383,36.82256092
Fraud,2020,9,27,15,17,South B,-1.314378142,36.83863298
Carjacking,2018,5,16,20,48,Kibera,-1.314278242,36.79372214
Drug Charges,2020,3,23,11,17,Parklands,-1.25514071,36.80907643
Pick Pocketing,2018,4,23,4,1,Thika,-1.048427594,37.07454568
Carjacking,2019,1,12,0,16,Kibera,-1.313956462,36.79674767
Fraud,2018,7,6,7,3,Kibera,-1.314278242,36.79372214
Drug Charges,2019,1,28,11,60,South C,-1.327136577,36.82569374
Carjacking,2018,4,9,24,57,Uhuru Park,-1.2903935,36.8165834
Sexual Assault,2018,7,11,12,44,South C,-1.315895748,36.82659496
Armed Robbery,2017,3,7,17,31,Parklands,-1.259163055,36.8206743
Pick Pocketing,2020,1,22,9,41,Uhuru Park,-1.2903935,36.8165834
Sexual Assault,2020,3,17,13,0,South C,-1.309374327,36.82633747
Carjacking,2017,8,6,0,29,Githurai,-1.210787637,36.91850554
Pick Pocketing,2017,10,30,23,31,Parklands,-1.260482383,36.80860436
Road Carnage,2017,8,19,14,44,Thika,-1.03581257,37.08390123
Sexual Assault,2020,9,9,11,10,South B,-1.315525825,36.83550016
Pick Pocketing,2017,9,1,2,37,Githurai,-1.203965613,36.91241157
Pick Pocketing,2017,9,19,9,51,Thika,-1.048427594,37.07454568
Carjacking,2020,8,19,14,1,Parklands,-1.261286851,36.81704796
Pick Pocketing,2017,3,14,8,10,South C,-1.327222385,36.83938373
Carjacking,2018,1,1,1,2,UpperHill,-1.298549527,36.81274569
Road Carnage,2018,5,16,0,25,Ngong,-1.375659647,36.6759248
Drug Charges,2018,7,11,23,8,Parklands,-1.259163055,36.8206743
Armed Robbery,2017,11,3,13,16,Thika,-1.055464524,37.10123903
Terrorism,2017,10,8,18,43,Kahawa West,-1.181697376,36.90348517
Fraud,2017,6,15,13,45,Thika,-1.048427594,37.07454568
Road Carnage,2018,2,30,2,19,South C,-1.312034383,36.82256092
Terrorism,2019,4,5,11,21,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2017,6,20,20,59,Uhuru Park,-1.29116194,36.81595167
Terrorism,2019,2,11,5,13,Ngong,-1.349746111,36.65120556
Pick Pocketing,2019,10,13,8,20,Parklands,-1.259163055,36.8206743
Carjacking,2019,1,18,14,41,Parklands,-1.261286851,36.81704796
Drug Charges,2019,1,19,16,16,Ngong,-1.361415817,36.66742756
Sexual Assault,2020,1,9,0,7,Uhuru Park,-1.288523315,36.81737861
Armed Robbery,2018,6,30,12,57,Kibera,-1.313377257,36.79784201
Drug Charges,2017,10,19,16,27,Githurai,-1.210787637,36.91850554
Armed Robbery,2020,7,18,1,29,Kahawa West,-1.186717399,36.9032706
Terrorism,2018,6,21,7,51,UpperHill,-1.299707944,36.80938757
Drug Charges,2020,3,16,2,21,Kahawa West,-1.186717399,36.9032706
Carjacking,2018,7,10,9,53,South C,-1.312034383,36.82256092
Terrorism,2018,9,7,20,37,South C,-1.312034383,36.82256092
Sexual Assault,2020,12,13,14,2,Kahawa West,-1.181697376,36.90348517
Carjacking,2018,6,22,20,29,Uhuru Park,-1.291912768,36.81687435
Pick Pocketing,2019,4,2,16,30,Ngong,-1.349746111,36.65120556
Carjacking,2018,12,28,9,12,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2017,10,25,19,1,Githurai,-1.204866636,36.92777526
Armed Robbery,2019,11,8,22,28,Githurai,-1.203965613,36.91241157
Sexual Assault,2017,5,10,8,24,Githurai,-1.203064589,36.9597901
Pick Pocketing,2018,9,4,15,45,South B,-1.315525825,36.83550016
Sexual Assault,2018,6,29,12,28,Githurai,-1.203064589,36.9597901
Armed Robbery,2020,6,14,10,3,Ngong,-1.366907424,36.67197658
Sexual Assault,2017,10,8,23,41,Ngong,-1.361415817,36.66742756
Sexual Assault,2019,9,2,15,42,Kibera,-1.314278242,36.79372214
Armed Robbery,2017,3,7,5,22,South C,-1.312034383,36.82256092
Drug Charges,2017,11,27,10,34,Parklands,-1.260482383,36.80860436
Pick Pocketing,2017,12,20,20,52,UpperHill,-1.298549527,36.81274569
Pick Pocketing,2019,10,10,0,14,Githurai,-1.203965613,36.91241157
Terrorism,2020,4,15,11,55,Ngong,-1.361415817,36.66742756
Fraud,2018,2,4,19,33,Parklands,-1.25514071,36.80907643
Road Carnage,2018,10,5,0,60,Kibera,-1.3159515,36.79043911
Road Carnage,2020,9,22,2,5,UpperHill,-1.30067329,36.81582487
Pick Pocketing,2017,2,12,3,58,Ngong,-1.349746111,36.65120556
Sexual Assault,2017,1,20,5,46,Thika,-1.055464524,37.10123903
Drug Charges,2018,3,15,10,31,Uhuru Park,-1.29116194,36.81595167
Fraud,2020,8,16,3,38,South B,-1.314378142,36.83863298
Carjacking,2018,2,6,23,11,Uhuru Park,-1.29116194,36.81595167
Terrorism,2019,3,14,22,40,South C,-1.309374327,36.82633747
Terrorism,2017,1,4,17,40,South B,-1.315525825,36.83550016
Terrorism,2018,12,23,6,10,Parklands,-1.261286851,36.81704796
Drug Charges,2018,3,16,21,16,Kibera,-1.310631395,36.79153345
Armed Robbery,2019,6,19,19,27,South B,-1.309572883,36.83095113
Road Carnage,2019,3,17,3,6,Thika,-1.028089061,37.06853754
Fraud,2018,12,7,5,15,Kibera,-1.3159515,36.79043911
Pick Pocketing,2017,2,10,5,26,Kibera,-1.310631395,36.79153345
Terrorism,2020,4,30,0,2,Ngong,-1.375659647,36.6759248
Fraud,2018,7,7,12,37,Kahawa West,-1.186717399,36.9032706
Carjacking,2017,2,25,18,42,Kahawa West,-1.181697376,36.90348517
Sexual Assault,2018,6,26,23,36,South B,-1.315525825,36.83550016
Carjacking,2018,2,24,5,3,Uhuru Park,-1.2903935,36.8165834
Sexual Assault,2017,4,1,22,55,Ngong,-1.375659647,36.6759248
Armed Robbery,2017,4,20,12,20,South B,-1.309572883,36.83095113
Pick Pocketing,2018,3,11,12,9,Ngong,-1.349746111,36.65120556
Pick Pocketing,2017,11,30,19,44,Ngong,-1.375659647,36.6759248
Drug Charges,2018,1,9,3,54,South C,-1.312034383,36.82256092
Road Carnage,2019,12,8,4,17,Parklands,-1.260482383,36.80860436
Road Carnage,2018,5,25,19,55,Githurai,-1.203064589,36.9597901
Sexual Assault,2020,5,19,8,24,Githurai,-1.204866636,36.92777526
Armed Robbery,2019,11,12,7,13,Githurai,-1.203064589,36.9597901
Fraud,2018,8,19,0,39,Thika,-1.03581257,37.08390123
Terrorism,2019,10,9,0,11,Thika,-1.028089061,37.06853754
Carjacking,2020,2,24,8,10,UpperHill,-1.298163388,36.81816375
Carjacking,2019,7,17,14,35,Githurai,-1.210787637,36.91850554
Terrorism,2018,12,21,3,22,Thika,-1.048427594,37.07454568
Sexual Assault,2018,11,24,9,24,Githurai,-1.203064589,36.9597901
Armed Robbery,2019,11,2,1,24,Parklands,-1.261286851,36.81704796
Drug Charges,2019,3,16,17,10,Kahawa West,-1.188605268,36.89691913
Road Carnage,2018,3,20,17,46,Kibera,-1.314278242,36.79372214
Pick Pocketing,2018,1,7,24,27,Ngong,-1.375659647,36.6759248
Road Carnage,2020,2,27,12,5,UpperHill,-1.298163388,36.81816375
Carjacking,2018,9,27,17,55,Githurai,-1.204866636,36.92777526
Road Carnage,2020,11,2,21,22,Kibera,-1.3159515,36.79043911
Fraud,2018,6,3,24,20,South C,-1.327222385,36.83938373
Road Carnage,2017,1,28,2,45,Ngong,-1.361415817,36.66742756
Fraud,2018,11,26,21,44,South B,-1.309873212,36.83713094
Drug Charges,2018,10,3,1,37,South B,-1.314378142,36.83863298
Sexual Assault,2018,2,23,22,57,Kibera,-1.313377257,36.79784201
Carjacking,2018,7,22,6,38,South C,-1.312034383,36.82256092
Terrorism,2018,9,16,3,24,Githurai,-1.210787637,36.91850554
Pick Pocketing,2020,8,12,2,26,Githurai,-1.203965613,36.91241157
Terrorism,2018,12,20,23,21,UpperHill,-1.299707944,36.80938757
Terrorism,2017,8,17,4,45,Kahawa West,-1.188605268,36.89691913
Armed Robbery,2020,12,10,24,22,Kibera,-1.314278242,36.79372214
Carjacking,2017,9,3,4,48,Kahawa West,-1.181697376,36.90348517
Fraud,2018,3,10,13,31,Githurai,-1.203965613,36.91241157
Sexual Assault,2017,11,24,8,28,South C,-1.327136577,36.82569374
Carjacking,2020,11,12,3,49,UpperHill,-1.298163388,36.81816375
Pick Pocketing,2020,3,24,10,8,Thika,-1.03581257,37.08390123
Fraud,2018,1,24,24,45,Uhuru Park,-1.2903935,36.8165834
Road Carnage,2017,5,11,9,36,UpperHill,-1.30067329,36.81582487
Road Carnage,2020,3,14,24,30,Parklands,-1.25514071,36.80907643
Armed Robbery,2020,7,2,18,35,Kibera,-1.310631395,36.79153345
Road Carnage,2017,7,2,23,30,Kibera,-1.313956462,36.79674767
Pick Pocketing,2018,8,13,22,23,Githurai,-1.203064589,36.9597901
Terrorism,2020,7,10,14,31,South B,-1.314378142,36.83863298
Pick Pocketing,2019,2,30,5,43,South B,-1.315525825,36.83550016
Terrorism,2018,7,9,11,19,Thika,-1.03581257,37.08390123
Fraud,2020,8,10,18,53,UpperHill,-1.298549527,36.81274569
Pick Pocketing,2019,7,13,14,29,Kahawa West,-1.186717399,36.9032706
Carjacking,2018,1,11,14,20,Githurai,-1.203965613,36.91241157
Armed Robbery,2019,1,8,5,14,Ngong,-1.366907424,36.67197658
Drug Charges,2017,2,9,3,34,Kibera,-1.310631395,36.79153345
Sexual Assault,2020,9,16,6,56,South B,-1.309873212,36.83713094
Road Carnage,2017,8,9,17,33,Parklands,-1.259163055,36.8206743
Terrorism,2018,3,9,5,35,Kahawa West,-1.187060648,36.8999232
Fraud,2020,5,27,19,38,South C,-1.315895748,36.82659496
Carjacking,2017,3,18,21,2,Kahawa West,-1.181697376,36.90348517
Drug Charges,2018,8,4,0,7,Uhuru Park,-1.288523315,36.81737861
Armed Robbery,2019,6,13,18,42,Thika,-1.03581257,37.08390123
Carjacking,2017,10,30,19,49,South B,-1.314378142,36.83863298
Carjacking,2017,4,10,10,7,South B,-1.314378142,36.83863298
Sexual Assault,2020,1,24,16,34,UpperHill,-1.298549527,36.81274569
Sexual Assault,2018,10,8,15,27,Kibera,-1.314278242,36.79372214
Sexual Assault,2018,7,17,15,14,South C,-1.327222385,36.83938373
Drug Charges,2020,5,2,16,57,Kahawa West,-1.188605268,36.89691913
Terrorism,2018,1,23,22,24,South B,-1.309873212,36.83713094
Pick Pocketing,2020,1,1,6,7,South C,-1.315895748,36.82659496
Pick Pocketing,2017,2,25,5,28,South C,-1.327222385,36.83938373
Armed Robbery,2020,5,2,15,41,UpperHill,-1.299707944,36.80938757
Sexual Assault,2018,3,8,16,27,South B,-1.315525825,36.83550016
Carjacking,2020,5,28,12,18,Githurai,-1.204866636,36.92777526
Pick Pocketing,2019,7,25,3,44,Uhuru Park,-1.29116194,36.81595167
Drug Charges,2018,7,7,5,8,South C,-1.327222385,36.83938373
Road Carnage,2017,6,24,18,54,Githurai,-1.210787637,36.91850554
Armed Robbery,2018,6,2,11,21,Parklands,-1.259163055,36.8206743
Sexual Assault,2017,2,8,6,60,Kibera,-1.313377257,36.79784201
Sexual Assault,2018,10,5,12,41,South C,-1.312034383,36.82256092
Carjacking,2019,6,4,23,29,South C,-1.327136577,36.82569374
Road Carnage,2017,5,12,3,22,Thika,-1.03581257,37.08390123
Fraud,2020,5,26,11,20,UpperHill,-1.299707944,36.80938757
Terrorism,2020,2,31,1,37,South C,-1.327136577,36.82569374
Pick Pocketing,2017,2,9,5,13,Kibera,-1.314278242,36.79372214
Drug Charges,2020,7,25,13,2,UpperHill,-1.299707944,36.80938757
Drug Charges,2017,7,3,4,31,Uhuru Park,-1.2903935,36.8165834
Carjacking,2020,10,6,17,18,Ngong,-1.375659647,36.6759248
Road Carnage,2019,2,22,1,14,Githurai,-1.204866636,36.92777526
Sexual Assault,2017,9,17,18,3,Uhuru Park,-1.288523315,36.81737861
Armed Robbery,2017,1,6,12,15,South B,-1.309572883,36.83095113
Pick Pocketing,2017,1,7,20,22,South C,-1.327222385,36.83938373
Armed Robbery,2019,7,1,7,28,Githurai,-1.210787637,36.91850554
Terrorism,2018,2,3,0,40,Githurai,-1.210787637,36.91850554
Sexual Assault,2018,7,28,9,44,South C,-1.327136577,36.82569374
Road Carnage,2018,12,13,15,50,Thika,-1.028089061,37.06853754
Fraud,2017,3,21,16,14,Kahawa West,-1.186717399,36.9032706
Pick Pocketing,2019,4,5,14,30,UpperHill,-1.299707944,36.80938757
Fraud,2019,7,8,19,7,Parklands,-1.259163055,36.8206743
Fraud,2019,10,28,19,1,Kibera,-1.310631395,36.79153345
Fraud,2018,10,18,16,15,Parklands,-1.25514071,36.80907643
Sexual Assault,2020,5,24,24,2,Kahawa West,-1.181697376,36.90348517
Sexual Assault,2018,11,28,9,19,South C,-1.309374327,36.82633747
Armed Robbery,2018,11,25,12,36,Githurai,-1.203064589,36.9597901
Drug Charges,2018,5,8,6,29,Kibera,-1.310631395,36.79153345
Drug Charges,2018,10,8,6,2,Kahawa West,-1.181697376,36.90348517
Sexual Assault,2019,6,16,16,40,Ngong,-1.361415817,36.66742756
Road Carnage,2018,9,1,21,34,South B,-1.309873212,36.83713094
Road Carnage,2019,5,27,0,9,Parklands,-1.260482383,36.80860436
Terrorism,2020,12,21,19,26,Githurai,-1.210787637,36.91850554
Sexual Assault,2018,10,2,16,50,Thika,-1.048427594,37.07454568
Armed Robbery,2018,12,26,12,56,Parklands,-1.260482383,36.80860436
Terrorism,2018,2,4,18,43,UpperHill,-1.299707944,36.80938757
Terrorism,2020,7,4,3,2,Ngong,-1.349746111,36.65120556
Armed Robbery,2017,9,31,16,12,UpperHill,-1.30067329,36.81582487
Road Carnage,2020,12,22,1,8,Kibera,-1.314278242,36.79372214
Drug Charges,2017,1,12,10,42,South C,-1.327222385,36.83938373
Armed Robbery,2019,11,19,20,15,Githurai,-1.203965613,36.91241157
Carjacking,2018,1,8,3,39,UpperHill,-1.30067329,36.81582487
Fraud,2017,7,15,1,29,UpperHill,-1.299707944,36.80938757
Road Carnage,2019,6,23,4,24,Uhuru Park,-1.2903935,36.8165834
Terrorism,2019,7,23,9,3,UpperHill,-1.298549527,36.81274569
Fraud,2018,11,17,14,55,Uhuru Park,-1.291912768,36.81687435
Pick Pocketing,2019,7,12,17,49,South C,-1.309374327,36.82633747
Armed Robbery,2019,4,23,23,39,South B,-1.314378142,36.83863298
Armed Robbery,2018,10,5,1,46,Kahawa West,-1.188605268,36.89691913
Pick Pocketing,2019,5,8,7,50,South C,-1.312034383,36.82256092
Pick Pocketing,2018,5,23,21,1,Kahawa West,-1.188605268,36.89691913
Sexual Assault,2019,2,29,15,53,South C,-1.327136577,36.82569374
Sexual Assault,2017,4,28,19,57,Githurai,-1.204866636,36.92777526
Pick Pocketing,2018,6,27,10,48,Githurai,-1.203064589,36.9597901
Terrorism,2019,10,3,20,5,Kibera,-1.314278242,36.79372214
Armed Robbery,2019,2,2,6,39,Uhuru Park,-1.2903935,36.8165834
Sexual Assault,2017,1,19,6,39,Thika,-1.055464524,37.10123903
Terrorism,2020,10,19,17,42,Kibera,-1.3159515,36.79043911
Pick Pocketing,2019,4,14,16,34,South C,-1.309374327,36.82633747
Sexual Assault,2020,3,11,7,58,Githurai,-1.210787637,36.91850554
Terrorism,2018,2,13,19,42,South B,-1.309572883,36.83095113
Armed Robbery,2017,3,6,2,0,Thika,-1.055464524,37.10123903
Drug Charges,2017,2,19,15,5,South C,-1.312034383,36.82256092
Pick Pocketing,2020,6,29,8,48,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2020,3,10,8,10,Parklands,-1.25514071,36.80907643
Sexual Assault,2020,10,22,20,25,Kibera,-1.310631395,36.79153345
Fraud,2017,10,26,13,13,Kibera,-1.3159515,36.79043911
Fraud,2018,7,15,0,30,Kibera,-1.314278242,36.79372214
Road Carnage,2020,7,24,15,0,Kibera,-1.310631395,36.79153345
Terrorism,2020,10,1,4,46,UpperHill,-1.30067329,36.81582487
Road Carnage,2019,10,14,2,18,UpperHill,-1.298549527,36.81274569
Road Carnage,2017,9,19,6,23,Kibera,-1.310631395,36.79153345
Fraud,2018,1,17,4,55,Kahawa West,-1.181697376,36.90348517
Road Carnage,2019,11,20,1,15,South C,-1.327136577,36.82569374
Armed Robbery,2017,12,1,3,11,Thika,-1.048427594,37.07454568
Armed Robbery,2017,10,11,11,14,Uhuru Park,-1.291912768,36.81687435
Carjacking,2017,8,6,3,12,South B,-1.315525825,36.83550016
Armed Robbery,2018,5,19,24,22,Kahawa West,-1.181697376,36.90348517
Armed Robbery,2019,7,28,19,60,Ngong,-1.375659647,36.6759248
Fraud,2019,6,20,22,39,Ngong,-1.361415817,36.66742756
Pick Pocketing,2017,1,8,0,38,Kibera,-1.310631395,36.79153345
Terrorism,2020,7,4,7,56,Kibera,-1.313956462,36.79674767
Pick Pocketing,2018,10,16,1,38,South C,-1.327222385,36.83938373
Carjacking,2019,1,22,22,5,South B,-1.309572883,36.83095113
Carjacking,2018,10,1,23,36,Uhuru Park,-1.2903935,36.8165834
Armed Robbery,2019,9,2,0,34,South C,-1.327136577,36.82569374
Armed Robbery,2018,6,23,12,19,Thika,-1.055464524,37.10123903
Sexual Assault,2018,5,31,3,44,South C,-1.315895748,36.82659496
Drug Charges,2018,8,12,24,54,Kibera,-1.3159515,36.79043911
Drug Charges,2019,7,7,13,40,South C,-1.315895748,36.82659496
Fraud,2020,2,22,0,4,Kahawa West,-1.181697376,36.90348517
Fraud,2018,5,6,13,42,Uhuru Park,-1.291912768,36.81687435
Fraud,2017,3,28,14,30,Kibera,-1.313377257,36.79784201
Road Carnage,2019,10,8,18,18,Githurai,-1.204866636,36.92777526
Pick Pocketing,2017,9,7,3,6,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2017,9,7,22,48,South B,-1.314378142,36.83863298
Fraud,2018,1,11,13,60,Githurai,-1.204866636,36.92777526
Fraud,2020,1,5,23,11,Kibera,-1.310631395,36.79153345
Carjacking,2020,5,15,18,49,Kibera,-1.3159515,36.79043911
Pick Pocketing,2018,8,22,17,45,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2017,8,30,23,48,Ngong,-1.366907424,36.67197658
Drug Charges,2020,3,15,1,42,South B,-1.309873212,36.83713094
Armed Robbery,2019,7,13,4,3,Uhuru Park,-1.2903935,36.8165834
Armed Robbery,2019,9,23,5,40,South C,-1.327136577,36.82569374
Pick Pocketing,2019,1,16,23,26,South C,-1.309374327,36.82633747
Armed Robbery,2020,6,14,7,2,Kibera,-1.313956462,36.79674767
Road Carnage,2018,5,10,11,60,Kahawa West,-1.188605268,36.89691913
Terrorism,2017,10,31,1,45,Thika,-1.03581257,37.08390123
Drug Charges,2020,4,24,14,42,Kahawa West,-1.188605268,36.89691913
Armed Robbery,2019,2,8,5,34,Uhuru Park,-1.291912768,36.81687435
Terrorism,2019,11,30,22,40,South C,-1.309374327,36.82633747
Road Carnage,2017,7,11,9,52,Ngong,-1.375659647,36.6759248
Drug Charges,2019,7,9,18,39,South C,-1.327136577,36.82569374
Sexual Assault,2018,5,20,14,12,Kibera,-1.314278242,36.79372214
Sexual Assault,2020,4,22,14,35,South B,-1.314378142,36.83863298
Sexual Assault,2019,12,20,13,29,South C,-1.327136577,36.82569374
Fraud,2017,3,6,19,44,Ngong,-1.366907424,36.67197658
Sexual Assault,2017,11,5,7,46,South B,-1.315525825,36.83550016
Fraud,2019,10,17,6,30,Parklands,-1.25514071,36.80907643
Sexual Assault,2020,8,1,10,19,South C,-1.327222385,36.83938373
Road Carnage,2017,3,16,2,34,UpperHill,-1.298549527,36.81274569
Sexual Assault,2020,5,26,16,5,Kibera,-1.313956462,36.79674767
Road Carnage,2018,5,22,24,55,Kibera,-1.313377257,36.79784201
Armed Robbery,2018,5,3,12,52,South C,-1.315895748,36.82659496
Sexual Assault,2018,3,19,20,44,Ngong,-1.349746111,36.65120556
Pick Pocketing,2020,11,13,12,28,Parklands,-1.259163055,36.8206743
Sexual Assault,2019,4,7,24,44,South B,-1.309873212,36.83713094
Armed Robbery,2018,3,22,6,46,Thika,-1.055464524,37.10123903
Armed Robbery,2018,10,8,1,24,South C,-1.327136577,36.82569374
Terrorism,2017,7,5,18,49,South C,-1.315895748,36.82659496
Fraud,2020,9,27,17,45,Ngong,-1.349746111,36.65120556
Terrorism,2020,10,31,8,27,Thika,-1.028089061,37.06853754
Armed Robbery,2020,12,19,6,0,South C,-1.315895748,36.82659496
Road Carnage,2017,6,15,11,39,Ngong,-1.366907424,36.67197658
Carjacking,2018,10,17,14,60,UpperHill,-1.30067329,36.81582487
Fraud,2020,3,17,15,30,Kahawa West,-1.188605268,36.89691913
Armed Robbery,2020,8,4,1,19,South B,-1.315525825,36.83550016
Pick Pocketing,2018,10,27,24,52,Kibera,-1.313956462,36.79674767
Carjacking,2018,3,9,1,46,Ngong,-1.366907424,36.67197658
Road Carnage,2017,1,30,4,33,South B,-1.314378142,36.83863298
Armed Robbery,2017,3,3,7,25,South C,-1.327222385,36.83938373
Road Carnage,2020,8,19,15,24,Kibera,-1.313956462,36.79674767
Armed Robbery,2017,7,30,0,10,Kibera,-1.310631395,36.79153345
Sexual Assault,2018,11,4,14,50,Kahawa West,-1.187060648,36.8999232
Road Carnage,2017,10,25,20,26,Thika,-1.028089061,37.06853754
Carjacking,2018,9,4,9,43,South B,-1.309572883,36.83095113
Road Carnage,2018,11,19,0,22,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2018,3,6,4,43,Kibera,-1.313377257,36.79784201
Road Carnage,2019,2,16,19,1,Uhuru Park,-1.2903935,36.8165834
Road Carnage,2018,12,15,8,16,Uhuru Park,-1.288523315,36.81737861
Fraud,2017,7,9,15,39,Thika,-1.028089061,37.06853754
Terrorism,2018,2,13,12,11,Thika,-1.055464524,37.10123903
Road Carnage,2018,2,24,12,60,Parklands,-1.260482383,36.80860436
Armed Robbery,2017,11,8,17,55,South C,-1.327222385,36.83938373
Fraud,2020,12,28,22,1,South C,-1.315895748,36.82659496
Sexual Assault,2020,9,30,19,21,Ngong,-1.375659647,36.6759248
Pick Pocketing,2018,12,6,6,31,Ngong,-1.366907424,36.67197658
Sexual Assault,2018,6,22,18,54,Uhuru Park,-1.288523315,36.81737861
Fraud,2017,1,24,16,38,Thika,-1.055464524,37.10123903
Pick Pocketing,2018,9,8,18,43,Kibera,-1.313956462,36.79674767
Terrorism,2020,8,25,21,31,Uhuru Park,-1.288523315,36.81737861
Sexual Assault,2018,3,6,18,6,South B,-1.314378142,36.83863298
Fraud,2018,1,14,21,59,Parklands,-1.25514071,36.80907643
Terrorism,2020,7,27,11,7,South C,-1.309374327,36.82633747
Pick Pocketing,2018,7,17,22,30,Kibera,-1.3159515,36.79043911
Road Carnage,2019,8,14,13,30,South B,-1.314378142,36.83863298
Pick Pocketing,2018,4,7,14,39,South C,-1.327222385,36.83938373
Drug Charges,2017,12,26,23,24,Kibera,-1.313377257,36.79784201
Pick Pocketing,2017,3,30,24,55,Parklands,-1.259163055,36.8206743
Sexual Assault,2019,9,5,7,11,Ngong,-1.375659647,36.6759248
Road Carnage,2020,7,2,12,30,South B,-1.314378142,36.83863298
Pick Pocketing,2020,6,1,2,47,South B,-1.314378142,36.83863298
Fraud,2019,6,19,17,10,UpperHill,-1.298549527,36.81274569
Sexual Assault,2017,8,29,18,23,Githurai,-1.204866636,36.92777526
Road Carnage,2020,11,17,11,20,South B,-1.309572883,36.83095113
Terrorism,2018,11,9,16,45,Githurai,-1.203965613,36.91241157
Pick Pocketing,2018,2,19,4,35,Kibera,-1.313956462,36.79674767
Drug Charges,2019,3,29,13,43,Kibera,-1.314278242,36.79372214
Road Carnage,2019,5,22,16,27,South B,-1.315525825,36.83550016
